173|bio|longevity|nonprofit|institution|?|-|unknown|-|BeyondAging
174|media|blogging|writing|career|United Kingdom|Ireland|undergrad|-|-
175|philosophy;edu|classics;great books|nonprofit;course|project|United States|-|academic|-|The Catherine Project
176|ai|reinforcement learning;rationality|research|career|United Kingdom|-|grad|-|-
177|health;cities|sanitation;nigeria|nonprofit|project|Canada|-|school|17|-
178|philosophy;media|theology;blogging|writing|career|United States|-|writer|-|Etz Hasadeh
179|econ|monetary economics;economics writing|writing|career|United States|-|grad|-|-
180|philosophy;computing|great books;reading tools|software|career|Ireland|Lithuania|undergrad|-|-
181|progress|metascience;research bottlenecks|research|project|United States|-|founder|-|Leverage Research
182|progress;computing|research infrastructure;metascience|startup|project|United States|-|grad|-|-
183|bio;neuro|longevity;brain ageing;biomarkers|startup|career|Canada|-|school|-|Biotein
184|media;econ|youtube;social commentary|video|career|Jamaica|-|independent|-|-
185|progress;gov|think tanks;technology policy|thinktank|institution|United States|-|founder|-|Institute for Progress
186|history;econ|slavery;economic history|book|project|United Kingdom|-|independent|-|-
187|neuro;robotics|neurotechnology|-|career|United States|Canada|undergrad|-|-
188|computing;linguistics|word games;software|software;game|career|United States|-|undergrad|-|word.golf
189|talent|general career development|-|career|Austria|-|school|-|-
190|econ;history|economic history|writing|career|United States|-|undergrad|-|-
191|media;energy|internet culture;nuclear power|writing|career|United States|-|writer|-|-
192|agri;health|hunger;nutrition;east africa|nonprofit|project|?|-|professional|-|-
193|bio;ai|phage therapy;antibiotic resistance|startup|project|United States|-|undergrad|-|Uniphage
194|cities;materials|construction productivity|writing|project|United States|-|professional|-|Construction Physics
195|bio;ai|computational biology|-|career|United States|-|undergrad|-|-
196|talent|grantmaking;philanthropy|startup|project|United States|-|founder|-|Moth Minds
197|ai;media|rationality;blogging|writing|career|United States|-|writer|-|Don't Worry About the Vase
198|finance;media|philanthropy;open source|book|project|United States|-|writer|-|-
199|talent;media|late bloomers;talent|book|project|United Kingdom|-|writer|-|The Common Reader
200|space|satellites|startup|project|United States|-|founder|-|Skyline Celestial
201|bio|synthetic biology;genomics|-|travel|United States|Canada|undergrad|-|-
202|cities|housing;yimby;ireland|nonprofit|project|Ireland|-|founder|-|YIMBY Dublin
203|econ;history|economics;history;podcasting|podcast;writing|project|Singapore|India|writer|-|-
204|arts;bio|azerbaijani music;bioscience|art|career|United States|Azerbaijan|independent|-|-
205|talent|talent search;grantmaking|nonprofit|career|United States|-|founder|-|GenesisFund
206|talent|talent search;effective altruism|-|career|United States|-|undergrad|-|-
207|talent;security|effective altruism;biosecurity|-|career|Canada|-|undergrad|-|-
208|gov|foreign policy;law|-|career|United Kingdom|Colombia|undergrad|-|-
