1131|progress;media|magazines;south asia;india|magazine|project|India|-|writer|-|Alter Magazine
1132|linguistics;history|indus script;computational linguistics;india|research|project|India|-|school|14|-
1133|physics|cosmology;dark energy;india|research|career|India|-|school|17|-
1134|computing;ai|operating systems;accessibility;india|software|project|India|-|undergrad|-|Crsynk OS
1135|bio;agri|wildfire;native plants;india|research|project|India|-|school|13|-
1136|computing;security|cybersecurity;india|software|project|India|-|independent|-|-
1137|history;media|india;documentary|video|project|United States|-|writer|-|Rose Chasm
1138|history;computing|heritage;augmented reality;india|startup|project|India|-|founder|-|Pathika
1139|space;edu|astronomy;open data;india|dataset|project|India|-|school|15|Open Horizon Observatory
1140|ai;space|exoplanets;machine learning;india|software|project|India|-|undergrad|19|TARS
1141|materials;computing|recycling;india|startup|project|India|-|undergrad|19|-
1142|edu;robotics|accessibility;tactile displays;india|hardware|project|India|-|school|17|-
1143|space;agri|remote sensing;agricultural insurance;india|research|project|India|-|undergrad|18|-
1144|energy;gov|electricity markets;india|research|project|India|-|professional|-|-
1145|ai;health|assistive technology;als;india|hardware|project|India|-|undergrad|-|NeuroBridge
1146|arts;media|animation;comics;india|video|project|India|-|independent|-|Bakarmax
1147|ai;computing|distributed training;india|research|project|India|-|founder|24|-
1148|robotics;cities|cleaning robots;india|hardware|project|India|-|grad|-|-
1149|space|test infrastructure;india|startup|project|India|-|founder|23|NadirX Space
1150|ai;progress|systematic reviews;metascience;india|software|project|India|-|founder|-|Periscopic Labs
1151|ai;health|clinical decision support;anaemia;india|software|project|India|-|founder|-|-
1152|health;materials|stents;medical devices;india|hardware|project|India|-|grad|-|-
1153|ai;health|eye disease;diagnostics;india|software|project|India|-|founder|-|Project Lumen AI
1154|bio;materials|synthetic biology;bio-leather;africa|research|project|Ghana|Ethiopia|founder|-|-
1155|bio;health|phage therapy;nigeria|research|project|Nigeria|-|academic|-|-
1156|history;econ|anthropology;african development|research|project|United States|Botswana|grad|-|-
1157|robotics;health|medical robotics;uganda|research|project|Uganda|-|school|-|-
1158|arts;edu|photography;nigeria|course|project|Nigeria|-|professional|-|-
1159|space;edu|astronomy education;kenya|-|travel|Kenya|Ireland|undergrad|-|Travelling Telescope
1160|gov;edu|china;africa;education|research|project|Mauritius|Democratic Republic of the Congo|professional|-|-
1161|math;edu|stem education;girls;africa|nonprofit|project|Rwanda|Uganda|grad|-|Words That Count
1162|health|nuclear medicine;botswana|-|career|South Africa|Botswana|professional|-|-
