431|talent|hacker houses;community building|community|project|United States|-|undergrad|-|-
432|physics|theoretical physics|-|travel|Ireland|India|school|-|-
433|talent|chess|competition|career|Argentina|-|school|17|-
434|bio|ecology;ecosystems|research|career|United States|India|undergrad|-|-
435|econ|social science|-|travel|Mexico|-|undergrad|-|-
436|space|aerospace;ireland|nonprofit|project|Ireland|-|undergrad|-|EirSpace
437|media;gov|feminism;writing|writing|project|United States|Canada|writer|-|-
438|physics;math|mathematics education;youtube|video|project|Canada|-|undergrad|-|-
439|progress;talent|progress studies;events|community|travel|Japan|United States|grad|-|-
440|energy;materials|direct air capture;carbon capture|research|project|Ireland|-|school|-|-
441|robotics;ai|robot learning|research|project|United States|Germany|independent|-|-
442|computing;arts|computer science;music|-|career|United States|-|undergrad|-|-
443|history;ai|ancient texts;herculaneum scrolls;machine learning|competition|project|United States|-|unknown|-|Vesuvius Challenge
444|history;econ|economic history;britain|research|project|United States|-|academic|-|-
445|computing;bio|biocomputing|research|project|United States|-|independent|-|-
446|health;computing|surgery;augmented reality|research|career|United States|-|school|16|-
447|energy|electricity grid;ukraine|research|project|Ukraine|-|professional|-|-
448|ai|ai safety|-|career|Singapore|-|school|16|-
449|gov;security|indonesia;national security|research|career|United States|-|undergrad|-|-
450|health;bio|medical devices;cardiovascular|hardware|project|United States|-|undergrad|-|-
451|philosophy;econ|classical liberalism;translation|book|project|Spain|-|writer|-|-
452|health|medical devices;monitoring|hardware|project|Ireland|-|founder|-|-
453|computing|apps;sport|software|project|United States|-|school|16|-
454|agri;edu|farm experiences;children|startup|project|Ireland|-|founder|-|-
455|space;gov|space law;ireland|nonprofit|project|Ireland|Germany|professional|-|-
456|progress;gov|progress studies;netherlands;technology policy|thinktank|institution|Netherlands|-|founder|-|-
457|ai;gov|large language models;legal tech|research|project|United States|-|undergrad|-|-
458|media|podcasting|podcast|career|United States|-|writer|-|-
459|ai;cities|real estate data|startup|project|United States|-|undergrad|-|-
460|ai|ai safety|research|career|United States|-|independent|-|-
461|talent|general career development|-|career|United States|-|unknown|-|-
462|physics;philosophy|cosmology;black holes|book|project|Germany|Ireland|writer|-|-
463|cities|building codes;housing|writing|project|United States|-|professional|-|-
464|progress;gov|science policy;britain|thinktank|project|United Kingdom|-|professional|-|-
465|progress;talent|metascience;residencies|community|project|United States|-|postdoc|-|Experimental History
466|materials|nanotechnology|research|career|United States|-|undergrad|-|-
467|ai|neural networks|research|career|United States|-|school|17|-
468|history;media|ukraine;social media video|video|project|Ukraine|-|independent|-|-
469|energy|electricity grid;ukraine|research|project|Ukraine|-|professional|-|-
470|media;computing|internet communications;ukraine|-|career|United Kingdom|Ukraine|grad|-|-
471|edu;talent|ukraine;scholarships;talent search|nonprofit|project|United States|Ukraine|founder|-|Ukraine Global Scholars
472|econ;arts|comedy;economics|video|project|United States|-|independent|-|-
473|neuro|neural implants|research|career|United States|-|school|-|-
474|econ;history|fertility;demography|research|project|United Kingdom|France|academic|-|-
475|ai;progress|large language models;metascience|research|project|United States|Brazil|grad|-|-
476|gov;media|free speech;race|nonprofit|project|United Kingdom|-|writer|-|The Equiano Project
477|edu;computing|school science labs|software|project|United States|-|school|-|-
478|computing|software projects|-|career|United States|-|school|15|-
479|econ;ai|economics;artificial intelligence|-|travel|United States|Singapore|grad|-|-
480|econ;health|fertility;pronatalism|research|project|United States|-|professional|-|Institute for Family Studies
481|ai;agri|plant monitoring;agriculture|research|career|Canada|-|school|16|-
482|talent|talent search;kosovo|nonprofit|project|Kosovo|-|founder|-|-
483|ai|ai safety|research|career|United States|India|undergrad|-|-
484|ai;media|podcasting;interviews|podcast|career|United States|-|writer|-|-
485|ai|data labelling;machine learning|software|project|United States|-|undergrad|-|-
486|media|writing|writing|career|Netherlands|Romania|writer|-|-
487|bio;energy|hydrogen;synthetic biology|research|career|Canada|-|school|-|-
488|robotics;progress|lab automation|research|project|United States|-|undergrad|-|-
489|ai;media|local journalism;artificial intelligence|startup|project|United States|-|professional|-|-
490|energy|geothermal;indonesia|research|project|United States|-|professional|-|-
491|ai;history|ancient texts;large language models|software|project|United States|India|undergrad|-|Perseus
492|talent|sabbaticals;fellowships|community|project|United States|India|writer|-|-
493|neuro|neuroscience|research|travel|United States|Canada|undergrad|-|-
494|ai;health|child safety;artificial intelligence|software|project|United States|-|school|-|-
495|space|satellites;space debris|research|career|United States|Pakistan|school|18|-
496|talent;media|talent;writing;podcasting|writing;podcast|career|United States|India|writer|-|-
497|arts|classical music;composition;piano|art|project|United States|-|undergrad|-|-
498|robotics;ai|robotics;low-level programming|-|career|United States|-|school|-|-
499|bio;ai;neuro|neurodegeneration;machine learning|research|career|United States|-|school|-|-
500|energy;gov|sustainable development|-|career|United States|-|school|15|-
501|health;bio|glp-1;addiction;randomised trials|research|project|United States|-|founder|-|-
502|econ|poverty alleviation|-|career|United States|-|school|17|-
503|ai|forecasting;ai governance|research|project|United Kingdom|-|grad|-|-
504|media|writing|writing|career|United States|-|undergrad|-|-
505|ai;econ|large language models;economics research|research|project|United States|-|grad|-|-
506|philosophy;econ|philosophy;economics|-|career|United States|-|school|-|-
507|ai;arts|music notation;machine learning|software|project|United States|-|undergrad|-|-
508|econ|economics writing|writing|career|United States|-|grad|-|-
509|media;security|ukraine;defence journalism|magazine|project|Ukraine|Canada|writer|-|The Counteroffensive
510|bio;talent|laboratories;residencies|community|project|United Kingdom|-|founder|-|-
511|bio;ai|biology;artificial intelligence|-|career|Singapore|-|school|17|-
512|talent|general career development|-|career|United States|-|undergrad|-|-
513|materials;bio|bioplastics;duckweed|research|project|Canada|-|school|18|-
514|bio;math|biocomputing;complexity|research|project|United States|-|school|-|-
515|ai;computing|programming;artificial intelligence|-|travel|Spain|-|school|16|-
516|econ;ai|large language models;labour markets|research|project|United States|Canada|grad|-|-
517|gov;progress|policy;ireland|thinktank|project|Ireland|-|professional|-|Progress Ireland
518|ai|ai safety|-|travel|Australia|-|independent|-|-
519|bio|longevity|research|career|United States|New Zealand|undergrad|-|-
520|computing|software projects|-|career|United States|-|school|16|-
521|ai;bio|computational biology|-|career|United States|-|school|17|-
522|media;philosophy|mexico;podcasting|podcast|project|Mexico|-|writer|-|-
523|math;bio|mathematical biology|research|career|United Kingdom|Russia|undergrad|-|-
524|health|medical devices;blood pressure|hardware|project|United States|-|founder|-|-
525|ai;bio|machine learning;biology|research|career|Canada|-|school|17|-
526|bio|biosciences|-|career|United Kingdom|-|school|17|-
527|ai;health|cardiology;machine learning|software|project|Canada|-|school|17|-
528|arts|experimental music;performance|art|career|United States|-|independent|-|-
529|media;health|adversity;podcasting|podcast|project|Canada|-|writer|-|-
530|ai;health|cancer detection;machine learning|software|project|Norway|India|school|-|-
531|talent;cities|intentional communities|community|project|United States|-|founder|-|-
532|health;robotics|fall prevention;medical devices|hardware|project|Canada|-|school|-|-
533|talent|general career development|-|travel|Australia|-|school|16|-
534|computing|startups|-|travel|Ireland|-|founder|-|Induct
535|talent|entrepreneurship;czechia|community|career|Czechia|-|school|18|-
536|gov;philosophy|british politics;conservatism|book|career|United Kingdom|-|writer|-|-
537|history;ai|history of technology;artificial intelligence|book|project|United Kingdom|-|grad|-|-
538|econ;cities|urban economics|research|project|United Kingdom|-|undergrad|-|-
539|econ;media|economics communication;video|video|project|United States|-|writer|-|-
540|progress;gov|europe;technology policy|writing|career|United States|Spain|writer|-|-
541|edu;ai|ukraine;education technology;translation|software|project|United States|Ukraine|school|17|-
542|econ;gov|sanctions;russia|research|project|Germany|Bulgaria|academic|-|-
543|physics;edu|physics education;ukraine|course|project|Ukraine|-|professional|-|-
544|edu|stem education;ukraine|course|project|Ukraine|-|professional|-|-
545|linguistics;history|translation;semiconductors;taiwan|book|project|United States|-|professional|-|-
546|bio;materials|ocean noise;marine biology|research|project|Canada|Portugal|school|-|-
547|energy|geothermal;indonesia;electricity grid|writing|project|United States|-|professional|-|-
548|cities;robotics|ports;industrial automation|startup|project|United States|Nepal|founder|-|-
549|neuro;health|neurodiagnostics|-|travel|United States|-|school|-|-
550|neuro|neurotechnology|-|career|United States|-|school|-|-
551|media|writing;internet culture|writing|career|United States|-|writer|-|-
552|gov;media|feminism;writing|book|career|United Kingdom|Greece|writer|-|-
553|space|rocketry|startup|project|United Kingdom|-|school|-|-
554|physics;math|physics;mathematics|-|career|United States|Tunisia|undergrad|-|-
555|edu|online courses;ukraine|course;nonprofit|project|Ukraine|-|founder|-|Prometheus
556|bio;health|sleep;glp-1|research|project|Germany|-|founder|-|-
557|ai;arts|ai video;literature|video|project|United States|India|founder|-|-
558|health|global health|-|career|Canada|India|undergrad|-|-
