701|physics;computing|quantum computing|research|career|United Kingdom|Ukraine|undergrad|-|-
702|econ;math|econometrics;writing|writing|project|Ireland|Brazil|grad|-|-
703|arts|classical music;piano|art|project|Ukraine|-|independent|-|-
704|ai;progress|ai generated science;publishing|magazine|project|United States|-|undergrad|-|-
705|ai|training data|startup|project|United Kingdom|-|founder|-|-
706|ai|reasoning models|research|career|United States|Iran|undergrad|-|-
707|bio;ai|computational biology|research|career|United States|India|undergrad|-|-
708|ai;health|endometriosis;diagnostics|software|project|United Kingdom|-|founder|-|-
709|talent|fellowships;taiwan|nonprofit|project|Canada|Taiwan|undergrad|-|-
710|ai;econ|economics software|startup|project|United States|-|founder|-|EconNow
711|gov;media|china;writing|writing|project|United States|China|grad|-|-
712|physics|theoretical physics;unified field theory|research|project|Ukraine|-|independent|-|-
713|media;econ|mexico;writing|writing|project|Mexico|-|writer|-|Perpetuo
714|bio|longevity|research|career|United States|-|undergrad|-|-
715|philosophy|philosophy of religion|research|project|United States|-|grad|-|-
716|gov;media|podcasting;politics|podcast|project|Australia|-|writer|-|-
717|finance;computing|payments|startup|project|Canada|India|school|17|-
718|media;arts|magazines;literature|magazine|project|Kyrgyzstan|United States|writer|-|Republic of Letters
719|ai;computing|decentralised systems|research|project|United States|-|independent|-|-
720|energy;robotics|underwater charging;marine technology|hardware|project|United States|India|undergrad|-|-
721|econ;gov|alaska;energy policy|writing|project|United States|-|writer|-|-
722|philosophy;arts|literature;classical liberalism|research|project|Spain|-|independent|-|-
723|progress;talent|science funding;philanthropy|nonprofit|project|United States|-|founder|-|-
724|bio;ai|ai for biology|startup|project|United States|Tunisia|founder|-|-
725|ai;media|ai companions;internet culture|research|project|United States|India|writer|-|-
726|robotics;neuro|social robotics;emotion|research|project|United Kingdom|-|undergrad|-|-
727|ai|ai tools|software|project|Australia|-|school|14|Clovr
728|ai;edu|mathematics education;tutoring|startup|project|Germany|Russia|founder|-|Aimathic
729|history;linguistics;ai|archaeology;ancient writing|research|project|United States|-|undergrad|-|-
730|history;bio|archaeology;ancient dna|research|project|United States|-|academic|-|-
731|ai|artificial intelligence|-|career|Canada|India|school|18|-
732|gov;bio|drug approval;regulation|research|project|Germany|Thailand|grad|-|-
733|space;robotics|satellite servicing|hardware|project|United Kingdom|Rwanda|founder|-|-
734|history|anthropology|research|career|United States|-|grad|-|-
735|bio;health|microvascular therapy;medical devices|research|project|United States|-|grad|-|-
736|ai;health|diagnostics;machine learning|software|project|United States|India|school|-|-
737|materials;ai|polymers;lab automation|research|project|United States|Italy|grad|-|-
738|media;progress|magazines;rationality|magazine|project|United States|-|writer|-|Asterisk
739|gov;econ|germany;policy|writing|project|United States|Germany|professional|-|-
740|talent;history|mentoring;networks|community|project|United Kingdom|-|academic|-|-
741|arts|photography;san francisco|art|project|United States|-|independent|-|-
742|computing|apps;events|software|project|United States|-|school|17|-
743|bio|origins of life|research|career|Canada|-|school|18|-
744|ai;cities|real estate;regulation|startup|project|United Kingdom|Israel|founder|-|-
745|arts|craft;aesthetics;prizes|competition|project|United Kingdom|-|founder|-|British Craeft Prize
746|physics;computing|quantum computing|-|travel|Switzerland|Ukraine|undergrad|19|-
747|ai;computing|operating systems;artificial intelligence|software|project|Netherlands|-|school|17|-
748|progress;media|metascience;writing|writing|project|United States|India|postdoc|-|-
749|security;media|defence;social media|video|project|United Kingdom|-|independent|-|-
750|computing;security|quantum cryptography|research|project|United States|Pakistan|undergrad|-|-
751|space|satellites;attitude control|research|project|Turkey|-|undergrad|-|-
752|arts|painting|art|career|United States|-|undergrad|-|-
753|ai;gov|govtech;performance measurement|software|project|United States|-|professional|-|-
754|progress;philosophy|progress studies;philosophy|book|project|Belgium|-|academic|-|-
755|ai;progress|foundation models;scientific data|research|project|United States|Kenya|founder|-|-
756|ai|ai agents|startup|project|United Kingdom|-|founder|-|-
757|gov;computing|procurement;govtech|startup|project|United Kingdom|Nigeria|founder|-|-
758|cities;gov|infrastructure policy|research|project|United Kingdom|-|professional|-|-
759|ai|artificial intelligence|-|career|Germany|-|school|17|-
760|bio|biosciences|-|career|United Kingdom|India|school|18|-
761|gov|policing;recruitment|research|project|United States|-|school|18|-
762|materials|3d printing|research|project|United States|-|school|17|-
763|physics;security|radar;sensing|research|project|United States|-|independent|-|-
764|media;philosophy|magazines;classical liberalism;germany|magazine|project|Germany|-|writer|-|Aevum
765|ai|machine learning|research|career|United Kingdom|-|school|16|-
766|health;media|happiness;podcasting|podcast|project|United States|Ireland|writer|-|-
767|physics;computing|quantum computing|research|project|Canada|-|undergrad|-|-
768|progress;media|metascience;magazines|magazine|project|United States|Canada|writer|-|-
769|ai;edu|large language models;learning|research|project|United States|-|school|16|-
770|space;physics|exoplanets;astronomy|research|project|Jordan|-|school|17|-
771|bio;health|rare disease|research|project|United States|-|undergrad|-|-
772|econ;media|economics education;video|video|project|United Kingdom|Portugal|undergrad|-|-
773|ai;arts|ai film-making|video|project|Canada|-|independent|-|-
774|math;edu|mathematics education|-|career|United States|-|school|17|-
775|talent;media|biography;young achievers|writing|project|United States|-|writer|-|-
776|econ;cities|local economics;denver|writing|project|United States|-|academic|-|-
777|ai;media|podcasting;writing|podcast;writing|career|United Kingdom|-|writer|-|-
778|materials;math|computational geometry;manufacturing|research|project|United States|-|school|15|-
779|media|writing|writing|career|United States|Peru|writer|-|-
780|math;edu|mathematics education|software|project|United Kingdom|-|undergrad|-|-
781|progress|progress studies;sweden|nonprofit|project|Sweden|-|professional|-|-
782|math;media|science writing|writing|project|United States|Belarus|independent|-|-
783|cities;gov|land titling;brazil|startup|project|Brazil|-|founder|-|-
784|edu;computing|exam preparation;kazakhstan|software|project|Kazakhstan|-|school|17|-
785|ai;gov|ai policy;writing|writing|project|United States|Canada|undergrad|-|-
786|history;space|archaeology;remote sensing;drones|research|project|United States|-|academic|-|-
787|bio|longevity|research|career|United States|Vietnam|undergrad|-|-
788|math;ai|mathematics;machine learning|-|career|France|-|school|15|-
789|edu|educational testing|-|career|United Arab Emirates|-|school|-|-
790|bio;gov|biotechnology policy|nonprofit|project|United States|-|founder|-|-
791|media;progress|magazines;rationality|magazine|project|United States|-|writer|-|Asterisk
792|edu;media|science education;youtube;biography|video|project|Canada|-|independent|-|-
793|progress;gov|science policy;science education|writing|project|United States|-|academic|-|-
794|cities;energy|water policy;california|book|project|United States|-|writer|-|-
795|talent;computing|talent exchange;startups|nonprofit|project|United Kingdom|Nigeria|founder|-|-
796|ai;finance|payments;compute infrastructure|startup|project|Germany|-|founder|-|-
797|computing|technology|-|career|Spain|-|independent|-|-
798|ai;bio|ai for biology|research|career|Israel|-|independent|-|-
799|physics|quantum computing|-|career|Canada|India|school|14|-
800|ai;econ|labour markets;artificial intelligence|research|project|United States|-|school|18|-
801|arts;progress|science and art|art|project|United States|China|independent|-|-
802|computing|user interfaces;developer tools|software|project|Australia|-|school|15|-
803|space|space debris|research|project|Poland|-|undergrad|-|-
804|ai|ai evaluation|research|project|Sweden|-|school|18|-
805|ai;gov|ai policy;europe|thinktank|project|Belgium|-|professional|-|-
806|ai|ai agents;enterprise software|startup|project|Italy|-|school|17|Hypereum
807|media;ai|misinformation;deepfakes|research|project|Ireland|-|school|15|-
808|ai;media|media bias;web ecosystem|research|project|United States|-|undergrad|-|-
809|neuro;ai|whole brain emulation|research|project|United States|China|grad|-|-
810|computing|privacy|research|project|Slovenia|-|school|16|-
811|health;edu|ukraine;children;relief|nonprofit|project|Ukraine|-|professional|-|-
812|ai;gov|ai agents;law|research|project|United States|India|grad|-|-
813|ai;security|ai security|startup|project|Turkey|-|undergrad|19|-
814|bio|longevity;dermatology|research|career|Turkey|-|school|14|-
815|computing;security|authentication;web|software|project|Turkey|-|school|17|-
816|philosophy;history|leibniz;history of computing|book;dataset|project|United Kingdom|-|academic|-|-
817|computing|information organisation|software|project|Australia|-|school|15|-
818|progress;media|science communication;women in science|podcast|project|United States|United Kingdom|professional|-|-
819|ai;gov|regulation;britain|research|project|United Kingdom|-|professional|-|-
820|bio|marine biology|research|project|Argentina|-|undergrad|-|-
821|ai|artificial intelligence;data|-|career|United States|-|school|17|-
822|ai;econ|large language models;economics research|research|project|United States|-|undergrad|-|-
823|arts|aesthetics;design|nonprofit|project|United States|-|founder|-|Future Aesthetics Foundation
824|progress;media|science communication;podcasting|podcast|project|United Kingdom|-|writer|-|-
825|history|archaeology;ghana|research|project|United States|-|academic|-|-
826|history|archaeology;peru|research|project|?|Sweden|professional|-|-
827|math;physics|geometry;artificial intelligence|research|project|United Kingdom|-|undergrad|-|-
828|talent;edu|student networks;georgia|community|career|Georgia|-|school|16|-
829|talent|general career development|-|career|France|-|unknown|-|-
830|talent;finance|philanthropy;grantmaking|nonprofit|project|United Kingdom|-|professional|-|-
