301|health;computing|ukraine;medical logistics|software;nonprofit|project|Ukraine|-|founder|-|Fintable
302|agri|farming;ukraine|startup|project|Ukraine|-|founder|-|-
303|arts|ukrainian art;posters|startup;art|project|Ukraine|-|founder|-|Sunseed Art
304|math;edu|mathematics education;ukraine|course;video|project|United Kingdom|Ukraine|academic|-|Kontora Pi
305|gov;computing|volunteering;ukraine|software|project|Ukraine|-|founder|-|-
306|progress;econ|technology transfer;ukraine|startup|project|Ukraine|-|founder|-|-
307|arts|theatre;ukraine|art|project|Ukraine|-|independent|-|-
308|econ;gov|ukraine;reconstruction|research|career|United States|Ukraine|grad|-|-
309|edu;arts|childrens literacy;apps|software|career|United States|-|school|16|-
310|ai;gov|permitting;govtech|startup|project|United States|India|founder|-|ComplyAI
311|computing;gov|humanitarian technology|nonprofit|project|United States|-|founder|-|InternetActivism
312|ai;bio|biomedicine;global health|research|career|Canada|-|undergrad|-|-
313|computing;finance|income share agreements;startups|-|career|United States|-|school|-|-
314|neuro;health|psychology;relationships|research|project|United States|Turkey|grad|-|-
315|bio|biology|-|travel|United States|-|undergrad|-|-
316|econ;cities|logistics|-|travel|United States|-|school|-|-
317|neuro;talent|neurotechnology;hacker houses|community|project|United States|-|founder|-|Myelin Group
318|philosophy;gov|political thought;intellectual history|-|travel|United Kingdom|-|grad|-|-
319|bio;health|cancer therapy;epigenetics|research|project|Canada|-|undergrad|-|-
320|gov;philosophy|law;classics|-|career|United States|-|grad|-|-
321|talent|general career development|-|project|United Kingdom|-|unknown|-|-
322|neuro;ai|computational neuroscience|research|travel|Switzerland|Canada|undergrad|-|-
323|bio;talent|conferences;young scientists|community|project|United States|-|school|-|-
324|computing;econ|software;social problems|-|career|Canada|-|school|17|-
325|neuro;physics|optics;neuroscience|research|career|United States|-|school|17|-
326|bio;robotics|bioelectronics|research|career|United States|Canada|undergrad|-|-
327|computing;ai|chip design;developer tools|software|project|Canada|-|founder|-|-
328|arts|classical music;piano|art|project|Ukraine|-|independent|-|-
329|finance|venture capital;ukraine|-|career|United Kingdom|Ukraine|professional|-|-
330|linguistics;gov|translation;china|nonprofit;dataset|project|United States|-|writer|-|Center for Strategic Translation
331|computing;media|general career development|-|career|United States|-|writer|-|-
332|philosophy|utilitarianism;blogging|writing|career|United States|-|undergrad|-|Bentham's Bulldog
333|progress;econ|economics of science|research|project|United States|United Kingdom|grad|-|-
334|philosophy;media|philosophy;podcasting|podcast|travel|United Kingdom|-|undergrad|-|-
335|health;gov|health systems;singapore|-|travel|United Kingdom|-|professional|-|-
336|econ;media|podcasting;economics|-|travel|United States|-|undergrad|-|The Great Antidote
337|bio;ai|computational biology|-|career|United States|Nigeria|school|17|-
338|neuro;bio|brain ageing;vasculature|research|travel|Canada|-|undergrad|-|-
339|progress|metascience;prizes|nonprofit|project|United States|-|professional|-|Federation of American Scientists
340|econ|economics|-|travel|United States|-|grad|-|-
341|gov|indonesia;foreign policy|research|career|United States|United Kingdom|grad|-|-
342|bio;gov|patents;gene expression|research|project|United States|Ukraine|independent|-|-
343|math;edu|mathematics education;youtube|video|project|Canada|-|undergrad|-|-
344|philosophy;gov|liberalism;political philosophy|book|project|United Kingdom|-|academic|-|-
345|econ;gov|ukraine;reconstruction|research|career|United States|Ukraine|grad|-|-
346|arts|classical music;piano|art|career|Austria|Ukraine|independent|-|-
347|econ;health|india;public health economics|research|project|United States|-|academic|-|-
348|agri;bio|food science;sweeteners|startup|project|Canada|-|founder|-|-
349|bio|drug delivery;materials|research|project|Canada|-|undergrad|-|-
350|ai|startups|-|career|United States|-|undergrad|18|-
351|computing|open source;javascript|software|career|United States|-|school|18|Million.js
352|ai;computing|privacy;cryptography|research|career|Canada|-|undergrad|-|-
353|ai;neuro|brain decoding;fmri|research|career|Singapore|Canada|undergrad|-|-
354|media|writing|writing|career|United States|United Arab Emirates|undergrad|-|-
355|edu;computing|education technology|-|career|Canada|-|school|-|-
356|ai;robotics;materials|machine learning;robotics|research|career|United States|Canada|undergrad|-|-
357|cities;finance|air rights;charter cities|-|travel|Ireland|-|founder|-|-
358|edu;media|home schooling;documentary|video|project|United States|-|writer|-|-
359|space;robotics|drones;mars|hardware|project|Canada|-|school|-|-
360|econ;gov|ukraine;reconstruction|research|career|United States|Ukraine|grad|-|-
361|arts|classical music;piano|art|career|Austria|Ukraine|independent|-|-
362|health|addiction recovery|nonprofit|project|United States|-|founder|-|FavorPiedmont
363|ai|large language models|startup|project|Netherlands|South Africa|founder|-|-
364|bio;health|vaccines;dna|research|project|United States|-|grad|-|Panoplia Laboratories
365|ai;econ|large language models;economics research|research|career|United States|-|school|-|-
366|cities;ai|urban behaviour;computational social science|research|project|United States|-|undergrad|-|-
367|talent|general career development|-|career|Germany|-|school|18|-
368|media;agri|animal welfare;youtube|video|project|United States|-|school|-|-
369|bio|origins of life;chirality|research|project|United States|-|undergrad|-|-
370|robotics|microrobotics|research|career|Canada|Ukraine|undergrad|-|-
371|cities;computing|traffic management|research|career|Canada|-|school|15|-
372|energy;ai|electricity grid;drones;computer vision|startup|project|Canada|-|school|-|VoltVision.AI
373|progress;gov|metascience;science policy|nonprofit|project|United States|-|founder|-|Good Science Project
374|edu;gov|school leadership;assessment|research|project|United States|-|professional|-|-
375|edu;arts|home schooling;theatre|community|project|United Kingdom|-|professional|-|-
376|math;econ|mathematics;economics|-|career|United Kingdom|Ukraine|undergrad|-|-
377|edu|science education;ukraine|startup|project|Ukraine|-|founder|-|-
378|finance;talent|venture capital;ukraine;talent search|startup|project|Ukraine|-|founder|-|The Second Derivative Fund
379|arts|film;streaming;ukraine|startup|project|Ukraine|-|founder|-|Takflix
380|health;computing|mental health;ukraine|startup|project|Ukraine|-|founder|-|Rozmova
381|bio|tissue engineering;vasculature|research|project|United States|-|grad|-|-
382|arts;philosophy|fiction;catholicism|book|project|United Kingdom|-|writer|-|-
383|math;bio|computational biology|-|travel|United States|India|undergrad|-|-
384|philosophy;math|continental philosophy;podcasting|podcast|project|United Kingdom|Bulgaria|undergrad|-|-
385|cities;gov|housing;yimby;ireland|-|career|Ireland|-|professional|-|-
386|energy|geoengineering|research|career|United States|-|independent|-|-
387|materials;cities|3d printing;earthquakes|research|career|United States|-|school|-|-
388|ai;media|writing|writing|career|United Kingdom|United States|professional|-|-
389|media;gov|colombia;podcasting|podcast|project|Colombia|-|writer|-|-
390|history;ai|ancient texts;machine learning;herculaneum scrolls|research|travel|United States|-|undergrad|-|Vesuvius Challenge
391|agri|hydroponics|research|project|Canada|Sri Lanka|undergrad|-|-
392|gov;media|china;translation;newsletters|writing|project|United Kingdom|France|writer|-|Sinification
393|gov;history|china;state socialism|book|project|China|United States|writer|-|-
394|agri;computing|agricultural technology|startup|project|Canada|Ukraine|founder|-|-
395|robotics;progress|robotics;hardware|research|career|Canada|-|undergrad|-|-
396|bio|longevity|research|career|United States|India|undergrad|-|-
397|gov;talent|immigration;govtech|startup|project|United States|-|founder|-|Plymouth
398|edu;computing|extracurriculars;web platforms|software|career|United States|-|school|-|-
399|energy;bio|artificial photosynthesis|research|project|United States|-|undergrad|-|-
400|computing;security|cybersecurity|research|career|Canada|-|school|-|-
401|bio;health|menopause;reproductive ageing|research|project|United States|-|professional|-|-
402|ai|artificial intelligence|-|career|United Kingdom|Nigeria|undergrad|-|-
403|ai;talent|semantic search;internships|startup|project|Canada|-|school|-|-
404|linguistics;arts|literary translation;spanish|book|project|United States|-|grad|-|-
405|math;edu|mathematics education;ireland|course|project|Ireland|-|founder|-|Breakthrough Maths
406|bio;health|menopause;longevity|research|project|United States|-|professional|-|-
407|robotics|robotics|-|career|Ireland|-|school|17|-
408|robotics|robotic arms|hardware|career|Canada|-|undergrad|-|-
409|econ;talent|ukraine;talent search|thinktank|institution|Ukraine|-|academic|-|Kyiv School of Economics
410|space;edu|astronomy;olympiads;ukraine|competition|project|Ukraine|-|founder|-|AstroSandbox
411|energy;security|grid security;telemetry|hardware|project|Canada|-|undergrad|-|-
412|neuro|neurotechnology;vision|research|travel|United States|-|undergrad|-|-
413|cities;media|housing;yimby;ireland|video|project|Ireland|-|founder|-|Polysee
414|ai|digital clones;avatars|startup|project|Belgium|Afghanistan|founder|-|-
415|econ;health|fertility;south korea|book|project|United States|-|writer|-|-
416|talent;computing|hackathons;community building|community|career|United States|-|founder|-|Accelerate SF
417|bio|longevity|-|travel|Germany|Romania|undergrad|-|-
418|cities;gov|planning permission;land use|startup|project|United Kingdom|-|founder|-|-
419|edu;gov|russia;education policy|research|project|United States|Russia|grad|-|-
420|talent;computing|matchmaking;social software|startup|career|United Kingdom|-|undergrad|-|-
421|arts|film-making|video|career|Austria|Ukraine|independent|-|-
422|arts;bio|bioart|art|project|Ireland|India|independent|-|-
423|talent|online community;events|community|project|United States|-|founder|-|Vibecamp
424|bio;progress|metascience;biology|-|travel|United Kingdom|Romania|grad|-|-
425|media;gov|disinformation;ukraine|research|career|United States|Ukraine|grad|-|-
426|edu|refugee education;ukraine|course;nonprofit|project|France|Russia|founder|-|Le Sallay Academy
427|cities;ai|zoning;large language models|research|project|United States|-|academic|-|-
428|energy;materials|batteries|research|career|Canada|-|school|16|-
429|neuro;edu|science education;kosovo|nonprofit|project|United States|Kosovo|grad|-|-
430|ai;robotics|wearables;multimodal ai|-|travel|Philippines|-|founder|-|-
